,Номенклатура,КлассТовара
5587,4994a5a4-765f-11e1-9ee9-001517c526f0,Средне продаваемый
5588,4994a5a5-765f-11e1-9ee9-001517c526f0,Средне продаваемый
5589,4994a5a6-765f-11e1-9ee9-001517c526f0,Средне продаваемый
5590,4994a5a7-765f-11e1-9ee9-001517c526f0,Средне продаваемый
5591,4994a5a8-765f-11e1-9ee9-001517c526f0,Средне продаваемый
5592,4994a5a9-765f-11e1-9ee9-001517c526f0,Средне продаваемый
5593,4994a5aa-765f-11e1-9ee9-001517c526f0,Средне продаваемый
5594,4994a5ab-765f-11e1-9ee9-001517c526f0,Средне продаваемый
5595,4994a5ac-765f-11e1-9ee9-001517c526f0,Средне продаваемый
5596,499645fa-66f3-11e0-b057-001517c526f0,Наименее продаваемый
5597,499645fb-66f3-11e0-b057-001517c526f0,Наименее продаваемый
5598,499645fc-66f3-11e0-b057-001517c526f0,Наиболее продаваемый
5599,499645fd-66f3-11e0-b057-001517c526f0,Наиболее продаваемый
5600,499645fe-66f3-11e0-b057-001517c526f0,Средне продаваемый
5601,499645ff-66f3-11e0-b057-001517c526f0,Средне продаваемый
5602,49964600-66f3-11e0-b057-001517c526f0,Средне продаваемый
5603,49964601-66f3-11e0-b057-001517c526f0,Наиболее продаваемый
5604,4996e60d-802e-11dc-8ae0-00151716f9f5,Наименее продаваемый
5605,499ee48c-d3a7-11e0-9f24-001517c526f0,Средне продаваемый
5606,499ee48d-d3a7-11e0-9f24-001517c526f0,Средне продаваемый
5607,499ee48e-d3a7-11e0-9f24-001517c526f0,Средне продаваемый
5608,499ee48f-d3a7-11e0-9f24-001517c526f0,Средне продаваемый
5609,49a1afe7-868d-11e0-bc98-00155d030b07,Средне продаваемый
5610,49a1afe8-868d-11e0-bc98-00155d030b07,Средне продаваемый
5611,49a1afe9-868d-11e0-bc98-00155d030b07,Наиболее продаваемый
5612,49a1afea-868d-11e0-bc98-00155d030b07,Средне продаваемый
5613,49a1afeb-868d-11e0-bc98-00155d030b07,Наиболее продаваемый
5614,49a1afec-868d-11e0-bc98-00155d030b07,Средне продаваемый
5615,49aadc80-45f2-11e0-97bf-001517c526f0,Наименее продаваемый
5616,49aadc81-45f2-11e0-97bf-001517c526f0,Наименее продаваемый
5617,49b4b7bd-4e1c-11dd-a76c-00151716f9f5,Средне продаваемый
5618,49b4b7be-4e1c-11dd-a76c-00151716f9f5,Средне продаваемый
5619,49b88c62-4add-11e1-ae01-001517c526f0,Средне продаваемый
5620,49b88c63-4add-11e1-ae01-001517c526f0,Средне продаваемый
5621,49b88c64-4add-11e1-ae01-001517c526f0,Средне продаваемый
5622,49b88c65-4add-11e1-ae01-001517c526f0,Средне продаваемый
5623,49b88c66-4add-11e1-ae01-001517c526f0,Средне продаваемый
5624,49b88c67-4add-11e1-ae01-001517c526f0,Средне продаваемый
5625,49b88c68-4add-11e1-ae01-001517c526f0,Средне продаваемый
5626,49b88c69-4add-11e1-ae01-001517c526f0,Средне продаваемый
5627,49bb40d9-67a4-11df-be61-001517c526f1,Средне продаваемый
5628,49c31853-c51c-11df-b643-001517c526f0,Средне продаваемый
5629,49c31854-c51c-11df-b643-001517c526f0,Средне продаваемый
5630,49c31859-c51c-11df-b643-001517c526f0,Средне продаваемый
5631,49c3185a-c51c-11df-b643-001517c526f0,Средне продаваемый
5632,49c3185b-c51c-11df-b643-001517c526f0,Средне продаваемый
5633,49d8caa3-593a-11e1-b451-001517c526f0,Наименее продаваемый
5634,49d8caa4-593a-11e1-b451-001517c526f0,Средне продаваемый
5635,49d8f103-c70d-11e0-aa3f-001517c526f0,Наиболее продаваемый
5636,49d8f104-c70d-11e0-aa3f-001517c526f0,Средне продаваемый
5637,49d8f105-c70d-11e0-aa3f-001517c526f0,Средне продаваемый
5638,49d8f106-c70d-11e0-aa3f-001517c526f0,Средне продаваемый
5639,49d8f107-c70d-11e0-aa3f-001517c526f0,Средне продаваемый
5640,49d8f108-c70d-11e0-aa3f-001517c526f0,Средне продаваемый
5641,49d8f109-c70d-11e0-aa3f-001517c526f0,Средне продаваемый
5642,49d8f10a-c70d-11e0-aa3f-001517c526f0,Средне продаваемый
5643,49dca239-6f1b-11e1-b1d4-001517c526f0,Наименее продаваемый
5644,49e4f605-c879-11e0-b216-001517c526f0,Средне продаваемый
5645,49ed5cd6-6f07-11e1-b1d4-001517c526f0,Наименее продаваемый
5646,49ed5cd7-6f07-11e1-b1d4-001517c526f0,Наименее продаваемый
5647,49ed5cd8-6f07-11e1-b1d4-001517c526f0,Наименее продаваемый
5648,49ed5cdb-6f07-11e1-b1d4-001517c526f0,Наименее продаваемый
5649,49ed5cdc-6f07-11e1-b1d4-001517c526f0,Наименее продаваемый
5650,49f8052b-01af-11dc-a56e-00173147c81e,Средне продаваемый
5651,4a033b8e-78a7-11e1-84e2-001517c526f0,Наименее продаваемый
5652,4a033b8f-78a7-11e1-84e2-001517c526f0,Наименее продаваемый
5653,4a033b90-78a7-11e1-84e2-001517c526f0,Наименее продаваемый
5654,4a033b91-78a7-11e1-84e2-001517c526f0,Наименее продаваемый
5655,4a033b93-78a7-11e1-84e2-001517c526f0,Наименее продаваемый
5656,4a0fccc7-f964-11dc-a637-00151716f9f5,Средне продаваемый
5657,4a0fccc8-f964-11dc-a637-00151716f9f5,Средне продаваемый
5658,4a1ba7b5-00de-11e0-986c-001517c526f0,Наименее продаваемый
5659,4a1ba7b6-00de-11e0-986c-001517c526f0,Наиболее продаваемый
5660,4a1ba7b7-00de-11e0-986c-001517c526f0,Наименее продаваемый
5661,4a1ba7b8-00de-11e0-986c-001517c526f0,Наиболее продаваемый
5662,4a242ff9-b154-11de-bd70-00151716f9f5,Средне продаваемый
5663,4a242ffa-b154-11de-bd70-00151716f9f5,Средне продаваемый
5664,4a242ffc-b154-11de-bd70-00151716f9f5,Средне продаваемый
5665,4a243004-b154-11de-bd70-00151716f9f5,Средне продаваемый
5666,4a2e822d-7889-11e1-84e2-001517c526f0,Наименее продаваемый
5667,4a2e822e-7889-11e1-84e2-001517c526f0,Наименее продаваемый
5668,4a2e822f-7889-11e1-84e2-001517c526f0,Наименее продаваемый
5669,4a2e8230-7889-11e1-84e2-001517c526f0,Средне продаваемый
5670,4a2e8231-7889-11e1-84e2-001517c526f0,Наименее продаваемый
5671,4a2e8234-7889-11e1-84e2-001517c526f0,Средне продаваемый
5672,4a2e8235-7889-11e1-84e2-001517c526f0,Средне продаваемый
5673,4a2e8236-7889-11e1-84e2-001517c526f0,Средне продаваемый
5674,4a2e8237-7889-11e1-84e2-001517c526f0,Средне продаваемый
5675,4a2e8238-7889-11e1-84e2-001517c526f0,Средне продаваемый
5676,4a2e823a-7889-11e1-84e2-001517c526f0,Наименее продаваемый
5677,4a2e823b-7889-11e1-84e2-001517c526f0,Наименее продаваемый
5678,4a2e823c-7889-11e1-84e2-001517c526f0,Средне продаваемый
5679,4a2e823e-7889-11e1-84e2-001517c526f0,Средне продаваемый
5680,4a2e823f-7889-11e1-84e2-001517c526f0,Средне продаваемый
5681,4a2e8240-7889-11e1-84e2-001517c526f0,Средне продаваемый
5682,4a2e8241-7889-11e1-84e2-001517c526f0,Наименее продаваемый
5683,4a2e8242-7889-11e1-84e2-001517c526f0,Средне продаваемый
5684,4a2e8245-7889-11e1-84e2-001517c526f0,Средне продаваемый
5685,4a2e8246-7889-11e1-84e2-001517c526f0,Средне продаваемый
5686,4a2e8247-7889-11e1-84e2-001517c526f0,Средне продаваемый
5687,4a4addf6-0812-11dc-9ce0-00001a1933df,Наименее продаваемый
5688,4a90ac88-5c12-11e1-8071-001517ea834c,Наименее продаваемый
5689,4a90b5dc-edcd-11dd-b691-00151716f9f5,Наименее продаваемый
5690,4a96d7c7-1a49-11e1-a6ae-001517c526f0,Средне продаваемый
5691,4a96d7c8-1a49-11e1-a6ae-001517c526f0,Средне продаваемый
5692,4a96d7c9-1a49-11e1-a6ae-001517c526f0,Средне продаваемый
5693,4a96d7ca-1a49-11e1-a6ae-001517c526f0,Средне продаваемый
5694,4a96d7cb-1a49-11e1-a6ae-001517c526f0,Средне продаваемый
5695,4aa686be-d343-11de-87fb-00151716f9f5,Наименее продаваемый
5696,4aa686c1-d343-11de-87fb-00151716f9f5,Наименее продаваемый
5697,4ae68997-45fe-11e0-97bf-001517c526f0,Наименее продаваемый
5698,4af6af67-939a-11df-a7ea-001517c526f0,Наименее продаваемый
5699,4af6af68-939a-11df-a7ea-001517c526f0,Наименее продаваемый
5700,4b0a0b31-9acb-11e0-b402-00155d030b07,Средне продаваемый
5701,4b108cec-82fa-11de-b404-00151716f9f5,Средне продаваемый
5702,4b108cf1-82fa-11de-b404-00151716f9f5,Средне продаваемый
5703,4b1907b3-1997-11e1-93eb-001517c526f0,Средне продаваемый
5704,4b1907b4-1997-11e1-93eb-001517c526f0,Средне продаваемый
5705,4b388285-6bd7-11e1-8433-001517c526f0,Наименее продаваемый
5706,4b388286-6bd7-11e1-8433-001517c526f0,Средне продаваемый
5707,4b388287-6bd7-11e1-8433-001517c526f0,Наименее продаваемый
5708,4b388288-6bd7-11e1-8433-001517c526f0,Средне продаваемый
5709,4b3e4c6e-582f-11e1-ad5c-001517c526f0,Средне продаваемый
5710,4b3e4c6f-582f-11e1-ad5c-001517c526f0,Средне продаваемый
5711,4b3e4c70-582f-11e1-ad5c-001517c526f0,Средне продаваемый
5712,4b3e4c71-582f-11e1-ad5c-001517c526f0,Средне продаваемый
5713,4b3e4c72-582f-11e1-ad5c-001517c526f0,Средне продаваемый
5714,4b3e4c73-582f-11e1-ad5c-001517c526f0,Средне продаваемый
5715,4b3e4c74-582f-11e1-ad5c-001517c526f0,Средне продаваемый
5716,4b3e4c75-582f-11e1-ad5c-001517c526f0,Средне продаваемый
5717,4b3e4c76-582f-11e1-ad5c-001517c526f0,Средне продаваемый
5718,4b3e4c77-582f-11e1-ad5c-001517c526f0,Средне продаваемый
5719,4b3e4c78-582f-11e1-ad5c-001517c526f0,Наименее продаваемый
5720,4b3e4c79-582f-11e1-ad5c-001517c526f0,Средне продаваемый
5721,4b3e4c7a-582f-11e1-ad5c-001517c526f0,Средне продаваемый
5722,4b3e4c7b-582f-11e1-ad5c-001517c526f0,Средне продаваемый
5723,4b3e4c7c-582f-11e1-ad5c-001517c526f0,Средне продаваемый
5724,4b3e4c7e-582f-11e1-ad5c-001517c526f0,Средне продаваемый
5725,4b3e4c7f-582f-11e1-ad5c-001517c526f0,Наименее продаваемый
5726,4b3e4c80-582f-11e1-ad5c-001517c526f0,Средне продаваемый
5727,4b3e4c85-582f-11e1-ad5c-001517c526f0,Средне продаваемый
5728,4b49472b-0342-11e1-aa49-001517c526f0,Средне продаваемый
5729,4b49472c-0342-11e1-aa49-001517c526f0,Наименее продаваемый
5730,4b689568-5b47-11e0-b61b-001517c526f0,Средне продаваемый
5731,4b6930f3-6a03-11df-99ca-001517c526f1,Наименее продаваемый
5732,4b6fdefc-a73d-11de-bd70-00151716f9f5,Наименее продаваемый
5733,4b6fdeff-a73d-11de-bd70-00151716f9f5,Средне продаваемый
5734,4b6fdf00-a73d-11de-bd70-00151716f9f5,Средне продаваемый
5735,4b7994ca-a03e-11e0-b573-00155d030b07,Средне продаваемый
5736,4b972e55-f3c1-11dc-8cdd-00151716f9f5,Наиболее продаваемый
5737,4b972e56-f3c1-11dc-8cdd-00151716f9f5,Наиболее продаваемый
5738,4b98f2fc-ede9-11de-97f8-00151716f9f5,Средне продаваемый
5739,4b98f301-ede9-11de-97f8-00151716f9f5,Средне продаваемый
5740,4b98f302-ede9-11de-97f8-00151716f9f5,Средне продаваемый
5741,4ba7304b-8b16-11e0-a305-00155d030b07,Средне продаваемый
5742,4ba9a6f7-f387-11df-9546-001517c526f0,Наименее продаваемый
5743,4bb53245-7d3c-11dd-b56c-00151716f9f5,Наименее продаваемый
5744,4bdfbfa5-d58c-11de-87fb-00151716f9f5,Средне продаваемый
5745,4bdfbfa6-d58c-11de-87fb-00151716f9f5,Наименее продаваемый
5746,4bdfbfa8-d58c-11de-87fb-00151716f9f5,Средне продаваемый
5747,4be65242-1a50-11e1-a6ae-001517c526f0,Наиболее продаваемый
5748,4be65243-1a50-11e1-a6ae-001517c526f0,Наиболее продаваемый
5749,4be65244-1a50-11e1-a6ae-001517c526f0,Наиболее продаваемый
5750,4be65245-1a50-11e1-a6ae-001517c526f0,Средне продаваемый
5751,4be92035-a030-11df-8768-001517c526f0,Наименее продаваемый
5752,4be92036-a030-11df-8768-001517c526f0,Средне продаваемый
5753,4be92037-a030-11df-8768-001517c526f0,Средне продаваемый
5754,4be92038-a030-11df-8768-001517c526f0,Средне продаваемый
5755,4be92039-a030-11df-8768-001517c526f0,Средне продаваемый
5756,4be9203a-a030-11df-8768-001517c526f0,Средне продаваемый
5757,4be92040-a030-11df-8768-001517c526f0,Средне продаваемый
5758,4be92041-a030-11df-8768-001517c526f0,Средне продаваемый
5759,4be92042-a030-11df-8768-001517c526f0,Средне продаваемый
5760,4be92043-a030-11df-8768-001517c526f0,Средне продаваемый
5761,4be92044-a030-11df-8768-001517c526f0,Средне продаваемый
5762,4be92045-a030-11df-8768-001517c526f0,Наименее продаваемый
5763,4be92046-a030-11df-8768-001517c526f0,Наименее продаваемый
5764,4be92047-a030-11df-8768-001517c526f0,Средне продаваемый
5765,4be92048-a030-11df-8768-001517c526f0,Средне продаваемый
5766,4be9204a-a030-11df-8768-001517c526f0,Средне продаваемый
5767,4be9204b-a030-11df-8768-001517c526f0,Средне продаваемый
5768,4be9204c-a030-11df-8768-001517c526f0,Средне продаваемый
5769,4be9204d-a030-11df-8768-001517c526f0,Средне продаваемый
5770,4bf46ec9-c6e7-11e0-aa3f-001517c526f0,Средне продаваемый
5771,4bf46eca-c6e7-11e0-aa3f-001517c526f0,Средне продаваемый
5772,4bf4a337-bbd6-11df-943f-001517c526f0,Наиболее продаваемый
5773,4bf4a338-bbd6-11df-943f-001517c526f0,Наиболее продаваемый
5774,4bf4a339-bbd6-11df-943f-001517c526f0,Наиболее продаваемый
5775,4bf4a33a-bbd6-11df-943f-001517c526f0,Средне продаваемый
5776,4c07e4c9-71c2-11df-a21d-001517c526f1,Наименее продаваемый
5777,4c07e4ca-71c2-11df-a21d-001517c526f1,Средне продаваемый
5778,4c07e4cb-71c2-11df-a21d-001517c526f1,Наименее продаваемый
5779,4c07e4cc-71c2-11df-a21d-001517c526f1,Средне продаваемый
5780,4c07e4cd-71c2-11df-a21d-001517c526f1,Средне продаваемый
5781,4c1cbf70-b157-11de-bd70-00151716f9f5,Наименее продаваемый
5782,4c1f8819-677f-11e1-9425-001517c526f0,Средне продаваемый
5783,4c334323-3c77-11db-b33d-0002b3552d75,Средне продаваемый
5784,4c36d7ed-8eac-11dc-b834-001731bb01c7,Наиболее продаваемый
5785,4c462d8c-6a16-11e0-adfd-001517c526f0,Средне продаваемый
5786,4c462d8d-6a16-11e0-adfd-001517c526f0,Наиболее продаваемый
5787,4c46bc09-d783-11e0-b720-001517c526f0,Средне продаваемый
5788,4c46bc0a-d783-11e0-b720-001517c526f0,Средне продаваемый
5789,4c54dca4-b8f5-11e0-a73b-00155d030b07,Средне продаваемый
5790,4c54e13f-abb2-11dd-832d-00151716f9f5,Наименее продаваемый
5791,4c5c40e3-c243-11dc-aee7-00151716f9f5,Средне продаваемый
5792,4c653d17-51dd-11dc-9c07-00151716f9f5,Средне продаваемый
5793,4c8715e2-ffc3-11dc-aa12-00151716f9f5,Средне продаваемый
5794,4caba963-53fc-11df-8a96-001517c526f1,Наиболее продаваемый
5795,4caba964-53fc-11df-8a96-001517c526f1,Средне продаваемый
5796,4cb5706a-48ff-11df-aeca-001517c526f1,Наименее продаваемый
5797,4cb57082-48ff-11df-aeca-001517c526f1,Средне продаваемый
5798,4cc17b1d-9d42-11e0-ab9d-00155d030b07,Средне продаваемый
5799,4cc17b1e-9d42-11e0-ab9d-00155d030b07,Средне продаваемый
5800,4cc17b1f-9d42-11e0-ab9d-00155d030b07,Средне продаваемый
5801,4cc17b21-9d42-11e0-ab9d-00155d030b07,Средне продаваемый
5802,4cc17b22-9d42-11e0-ab9d-00155d030b07,Наименее продаваемый
5803,4cc17b26-9d42-11e0-ab9d-00155d030b07,Наименее продаваемый
5804,4cc17b28-9d42-11e0-ab9d-00155d030b07,Наименее продаваемый
5805,4cc17b2c-9d42-11e0-ab9d-00155d030b07,Наименее продаваемый
5806,4cc17b2d-9d42-11e0-ab9d-00155d030b07,Средне продаваемый
5807,4cc17b2e-9d42-11e0-ab9d-00155d030b07,Средне продаваемый
5808,4cc17b2f-9d42-11e0-ab9d-00155d030b07,Средне продаваемый
5809,4cd54b4b-1c7c-11e1-95eb-001517c526f0,Средне продаваемый
5810,4cd54b4c-1c7c-11e1-95eb-001517c526f0,Средне продаваемый
5811,4cd54b4e-1c7c-11e1-95eb-001517c526f0,Средне продаваемый
5812,4cd54b4f-1c7c-11e1-95eb-001517c526f0,Наименее продаваемый
5813,4cdd7ce6-1181-11e1-a2d4-001517c526f0,Средне продаваемый
5814,4cdd7ce7-1181-11e1-a2d4-001517c526f0,Средне продаваемый
5815,4cdd7ce8-1181-11e1-a2d4-001517c526f0,Средне продаваемый
5816,4cdd7cea-1181-11e1-a2d4-001517c526f0,Средне продаваемый
5817,4cdd7ceb-1181-11e1-a2d4-001517c526f0,Средне продаваемый
5818,4cddea5a-b1e1-11dd-86c2-00151716f9f5,Средне продаваемый
5819,4ce7ceb9-b657-11db-98b4-001731bb01c7,Средне продаваемый
5820,4ce7ceba-b657-11db-98b4-001731bb01c7,Средне продаваемый
5821,4ce7cebb-b657-11db-98b4-001731bb01c7,Средне продаваемый
5822,4ce7cebc-b657-11db-98b4-001731bb01c7,Средне продаваемый
5823,4ce83fd4-1c73-11e1-95eb-001517c526f0,Средне продаваемый
5824,4cfabbff-8dc8-11dd-bd41-00001a1933df,Средне продаваемый
5825,4d205fd3-f3c2-11dc-8cdd-00151716f9f5,Средне продаваемый
5826,4d205fd6-f3c2-11dc-8cdd-00151716f9f5,Наиболее продаваемый
5827,4d205fd7-f3c2-11dc-8cdd-00151716f9f5,Средне продаваемый
5828,4d22af9d-77dc-11e1-84e2-001517c526f0,Наименее продаваемый
5829,4d3991a3-032e-11e0-847b-001517c526f0,Средне продаваемый
5830,4d3991a6-032e-11e0-847b-001517c526f0,Средне продаваемый
5831,4d3991a7-032e-11e0-847b-001517c526f0,Средне продаваемый
5832,4d3991a8-032e-11e0-847b-001517c526f0,Средне продаваемый
5833,4d3991a9-032e-11e0-847b-001517c526f0,Наименее продаваемый
5834,4d3991aa-032e-11e0-847b-001517c526f0,Средне продаваемый
5835,4d3991ab-032e-11e0-847b-001517c526f0,Наименее продаваемый
5836,4d3991ac-032e-11e0-847b-001517c526f0,Средне продаваемый
5837,4d3991ad-032e-11e0-847b-001517c526f0,Средне продаваемый
5838,4d3991ae-032e-11e0-847b-001517c526f0,Средне продаваемый
5839,4d3991af-032e-11e0-847b-001517c526f0,Наименее продаваемый
5840,4d3991b0-032e-11e0-847b-001517c526f0,Средне продаваемый
5841,4d3991b1-032e-11e0-847b-001517c526f0,Наименее продаваемый
5842,4d3991b2-032e-11e0-847b-001517c526f0,Средне продаваемый
5843,4d3991b3-032e-11e0-847b-001517c526f0,Наименее продаваемый
5844,4d3991b4-032e-11e0-847b-001517c526f0,Средне продаваемый
5845,4d3991b5-032e-11e0-847b-001517c526f0,Средне продаваемый
5846,4d61320f-bba4-11da-ab47-0002b3552d75,Наименее продаваемый
5847,4d61323b-bba4-11da-ab47-0002b3552d75,Средне продаваемый
5848,4d6a25c4-5906-11e1-b451-001517c526f0,Средне продаваемый
5849,4d6a25c5-5906-11e1-b451-001517c526f0,Средне продаваемый
5850,4d6cfe6a-d084-11dc-96a4-00151716f9f5,Наиболее продаваемый
5851,4d6cfe6b-d084-11dc-96a4-00151716f9f5,Средне продаваемый
5852,4d7de376-4ba9-11e1-a28a-001517c526f0,Средне продаваемый
5853,4d7de378-4ba9-11e1-a28a-001517c526f0,Средне продаваемый
5854,4d7de379-4ba9-11e1-a28a-001517c526f0,Средне продаваемый
5855,4d7de37a-4ba9-11e1-a28a-001517c526f0,Наименее продаваемый
5856,4d809623-b175-11df-9285-001517c526f0,Средне продаваемый
5857,4d809625-b175-11df-9285-001517c526f0,Средне продаваемый
5858,4d809626-b175-11df-9285-001517c526f0,Средне продаваемый
5859,4d809627-b175-11df-9285-001517c526f0,Средне продаваемый
5860,4d809628-b175-11df-9285-001517c526f0,Средне продаваемый
5861,4d80962a-b175-11df-9285-001517c526f0,Средне продаваемый
5862,4d80962b-b175-11df-9285-001517c526f0,Средне продаваемый
5863,4d80962c-b175-11df-9285-001517c526f0,Средне продаваемый
5864,4d80962d-b175-11df-9285-001517c526f0,Средне продаваемый
5865,4d8a2973-098a-11df-a185-00151716f9f5,Средне продаваемый
5866,4daa3580-5e95-11dd-aa7b-00151716f9f5,Наименее продаваемый
5867,4dd1b684-e4bf-11e0-8ce0-001517c526f0,Наименее продаваемый
5868,4dd30c88-5e95-11db-a5f0-00001a1933df,Наименее продаваемый
5869,4dd32806-0753-11dc-9ce0-00001a1933df,Наименее продаваемый
5870,4deda35f-60de-11e1-aa31-001517c526f0,Средне продаваемый
5871,4deda360-60de-11e1-aa31-001517c526f0,Средне продаваемый
5872,4deda361-60de-11e1-aa31-001517c526f0,Наименее продаваемый
5873,4deda362-60de-11e1-aa31-001517c526f0,Наименее продаваемый
5874,4dfd5129-7ed6-11db-9934-00001a1933df,Наименее продаваемый
5875,4e006649-2ea1-11e0-bc55-001517c526f0,Средне продаваемый
5876,4e00664a-2ea1-11e0-bc55-001517c526f0,Средне продаваемый
5877,4e00664b-2ea1-11e0-bc55-001517c526f0,Средне продаваемый
5878,4e023cab-27cb-11de-9edb-00151716f9f5,Наименее продаваемый
5879,4e02d3b4-5a79-11e0-a2da-001517c526f0,Средне продаваемый
5880,4e02d3b5-5a79-11e0-a2da-001517c526f0,Средне продаваемый
5881,4e02d3b6-5a79-11e0-a2da-001517c526f0,Средне продаваемый
5882,4e02d3b7-5a79-11e0-a2da-001517c526f0,Средне продаваемый
5883,4e02d3b8-5a79-11e0-a2da-001517c526f0,Средне продаваемый
5884,4e02d3ba-5a79-11e0-a2da-001517c526f0,Средне продаваемый
5885,4e02d3bb-5a79-11e0-a2da-001517c526f0,Средне продаваемый
5886,4e197e82-0950-11df-a185-00151716f9f5,Наименее продаваемый
5887,4e1cde5e-9e46-11dd-b756-00151716f9f5,Средне продаваемый
5888,4e24a54c-3e34-11e0-b6a3-001517c526f0,Средне продаваемый
5889,4e24a54d-3e34-11e0-b6a3-001517c526f0,Средне продаваемый
5890,4e24a550-3e34-11e0-b6a3-001517c526f0,Наименее продаваемый
5891,4e24a551-3e34-11e0-b6a3-001517c526f0,Наименее продаваемый
5892,4e24a552-3e34-11e0-b6a3-001517c526f0,Средне продаваемый
5893,4e24a553-3e34-11e0-b6a3-001517c526f0,Наименее продаваемый
5894,4e24a554-3e34-11e0-b6a3-001517c526f0,Средне продаваемый
5895,4e24a555-3e34-11e0-b6a3-001517c526f0,Наименее продаваемый
5896,4e24a556-3e34-11e0-b6a3-001517c526f0,Наименее продаваемый
5897,4e24a558-3e34-11e0-b6a3-001517c526f0,Средне продаваемый
5898,4e24a55a-3e34-11e0-b6a3-001517c526f0,Средне продаваемый
5899,4e24a55b-3e34-11e0-b6a3-001517c526f0,Средне продаваемый
5900,4e24a55c-3e34-11e0-b6a3-001517c526f0,Средне продаваемый
5901,4e24a55d-3e34-11e0-b6a3-001517c526f0,Средне продаваемый
5902,4e24a55e-3e34-11e0-b6a3-001517c526f0,Наименее продаваемый
5903,4e24a55f-3e34-11e0-b6a3-001517c526f0,Наименее продаваемый
5904,4e24a561-3e34-11e0-b6a3-001517c526f0,Наименее продаваемый
5905,4e2fc38f-64c9-11e0-aa21-001517d7bde1,Наименее продаваемый
5906,4e3405d5-7f60-11db-9934-00001a1933df,Наиболее продаваемый
5907,4e3b2dd7-76fd-11e1-84e2-001517c526f0,Средне продаваемый
5908,4e3becc5-61b7-11dd-939b-00151716f9f5,Наиболее продаваемый
5909,4e3c088d-5ceb-11dc-a840-00001a1933df,Средне продаваемый
5910,4e40e63e-d5e0-11dc-b777-00151716f9f5,Наименее продаваемый
5911,4e4eb692-c1b6-11dd-b4db-00151716f9f5,Средне продаваемый
5912,4e57bb03-2856-11e0-b6e4-001517c526f0,Средне продаваемый
5913,4e57bb04-2856-11e0-b6e4-001517c526f0,Средне продаваемый
5914,4e57bb05-2856-11e0-b6e4-001517c526f0,Средне продаваемый
5915,4e57bb06-2856-11e0-b6e4-001517c526f0,Средне продаваемый
5916,4e57bb07-2856-11e0-b6e4-001517c526f0,Средне продаваемый
5917,4e57bb08-2856-11e0-b6e4-001517c526f0,Средне продаваемый
5918,4e57bb09-2856-11e0-b6e4-001517c526f0,Средне продаваемый
5919,4e57bb0a-2856-11e0-b6e4-001517c526f0,Средне продаваемый
5920,4e57bb0b-2856-11e0-b6e4-001517c526f0,Средне продаваемый
5921,4e57bb0c-2856-11e0-b6e4-001517c526f0,Средне продаваемый
5922,4e57bb0d-2856-11e0-b6e4-001517c526f0,Средне продаваемый
5923,4e57bb0e-2856-11e0-b6e4-001517c526f0,Средне продаваемый
5924,4e5cf4eb-f860-11e0-9539-001517c526f0,Средне продаваемый
5925,4e5cf4ec-f860-11e0-9539-001517c526f0,Средне продаваемый
5926,4e5cf4ed-f860-11e0-9539-001517c526f0,Средне продаваемый
5927,4e5cf4ee-f860-11e0-9539-001517c526f0,Средне продаваемый
5928,4e5cf4ef-f860-11e0-9539-001517c526f0,Наименее продаваемый
5929,4e5cf4f0-f860-11e0-9539-001517c526f0,Средне продаваемый
5930,4e5cf4f3-f860-11e0-9539-001517c526f0,Средне продаваемый
5931,4e5cf4f4-f860-11e0-9539-001517c526f0,Средне продаваемый
5932,4e5cf4f5-f860-11e0-9539-001517c526f0,Средне продаваемый
5933,4e5cf4f6-f860-11e0-9539-001517c526f0,Средне продаваемый
5934,4e5cf4f7-f860-11e0-9539-001517c526f0,Средне продаваемый
5935,4e5cf4f8-f860-11e0-9539-001517c526f0,Средне продаваемый
5936,4e5cf4f9-f860-11e0-9539-001517c526f0,Средне продаваемый
5937,4e5cf4fa-f860-11e0-9539-001517c526f0,Средне продаваемый
5938,4e5cf4fb-f860-11e0-9539-001517c526f0,Средне продаваемый
5939,4e5cf4fc-f860-11e0-9539-001517c526f0,Средне продаваемый
5940,4e5cf4fd-f860-11e0-9539-001517c526f0,Средне продаваемый
5941,4e61f3fb-adee-11e0-a4dd-00155d030b07,Средне продаваемый
5942,4e61f3fc-adee-11e0-a4dd-00155d030b07,Средне продаваемый
5943,4e732b2d-8524-11dd-ade5-00151716f9f5,Наименее продаваемый
5944,4e732b37-8524-11dd-ade5-00151716f9f5,Наименее продаваемый
5945,4e74c10f-021b-11de-b088-00151716f9f5,Наименее продаваемый
5946,4e74c111-021b-11de-b088-00151716f9f5,Наименее продаваемый
5947,4e7acb07-8ce1-11e0-b174-00155d030b07,Наименее продаваемый
5948,4e82029e-272a-11df-b750-001517c526f1,Средне продаваемый
5949,4e88d28e-fa1b-11e0-bb05-001517c526f0,Средне продаваемый
5950,4ea1b664-40aa-11e1-8064-001517c526f0,Наименее продаваемый
5951,4ea1b665-40aa-11e1-8064-001517c526f0,Средне продаваемый
5952,4eac5dd2-58f6-11e1-b451-001517c526f0,Средне продаваемый
5953,4eac5dd4-58f6-11e1-b451-001517c526f0,Наименее продаваемый
5954,4eac5dd5-58f6-11e1-b451-001517c526f0,Наименее продаваемый
5955,4eac5dd7-58f6-11e1-b451-001517c526f0,Наименее продаваемый
